Chanoma,36,Narration,画面下の茶の間にスクロール。ナカダ定位置に移動。,,
Serifu,37,Nakada,いやあ、惜しい人を亡くしたましたね～。,ご冥福をお祈りします。,
Serifu,38,Sara,あの・・・ナカダさん？父とはどういったご関係で？,,
Serifu,39,Nakada,まあ、当然の疑問だわな。実はここからが本題でね。,これをちょっと見て頂きたい。,
Serifu,40,Narration,ナカダはバッグから書類を差し出した。,,
Serifu,41,Sara,これは・・・。借用書！？まさか、父さんが借金を！？,,
Serifu,42,Nakada,そうなんだよね～。一千万ほどね。,,
Serifu,43,Sara,い・・・、一千万！？どうしてそんな・・・。え・・・、,でも支払額が倍以上じゃない！！,
Serifu,44,Nakada,最初は金払い良かったんだけどねー。あの武力廃棄令？,ってのが施行されてから羽振りが悪くなったんだろうね。,一定期間支払いが滞った場合は利子が高く付くんだよ。
Serifu,45,Nakada,ホラ、ここに書いてあるでしょ？,それでウチに取り立ての依頼が来たわけよ。,
Serifu,46,Sara,こんなの違法だわ！明らかに闇金じゃない！,どうしてそんなところから借りたの！？,
Serifu,47,Nakada,さあね～？きっと家族にも知られたくない事情があった,んじゃないの～？女とか？,
Serifu,48,Ren,こ・・・この・・・！！！,,
Serifu,49,Nakada,おっと、わりぃわりぃ。そんな怖い顔しなさんなって。,で、ここも読んで欲しいんだけどね。,
Serifu,50,Sara,・・・債務者の都合上支払いが不可能となった場合下記,の財産を差し押さえます。,・・・クレナイ流武術道場！！！
Serifu,51,Ren,な、なんだって！！！,,
Serifu,52,Nakada,そういう事。いや～、査定書では結構な額が付いてた,けど初めて見たよ。,手入れもしてあっていい物件になりそうだね～。
Serifu,53,Ren,き、貴様！！道場は絶対に渡さないぞ！！,,
Serifu,54,Nakada,納得できないなら訴訟でも起こせばー？,100%負けるだろうけどね。そんな事より新しい住居でも,探した方がいいんじゃない？
Serifu,55,Nakada,知り合いの不動産屋紹介するよー？,,
Serifu,56,Ren,僕が働いて借金を返す！,,
Serifu,57,Sara,レン・・・,,
Serifu,58,Nakada,お前みたいなガキがどうやって？,バイト程度じゃ利子さえ払えないだろうな。,
Serifu,59,Ren,ぐ・・・！！,,
Serifu,60,Grad,ただいま買い出しから戻ってきましたー！！,,
Serifu,61,Grad,おや？お客様ですか？,,
Serifu,62,Nakada,ほお？驚いたな。まだ門下生がいたのか。,,
Serifu,63,Grad,お取込み中申し訳ありませんでした。,私はこの道場の住み込みの門下生で,グラッド H バトラーと言います。
Serifu,64,Nakada,へえ、北方人か。,,
Serifu,65,Grad,で、では・・・お取込み中のようなので私は外しますね。,,
Serifu,66,Sara,いいの。グラッドさんにも関係ある事だから話を聞いて。,,
Serifu,67,Grad,は、はあ・・・。,,
Serifu,68,Grad,せ、先生が借金を！？どうして・・・。,せめてひとこと私に相談くらいしてくれれば,良かったのに・・・。
Serifu,69,Sara,それでこの道場を担保にしたらしいの・・・。,,
Serifu,70,Ren,このおじさんが差し押さえるって言うんだ！,,
Serifu,71,Grad,そんな事させません！移民だった私を保護し育てて,くれた先生に報いる為にどんな事だってします！,
Serifu,72,Nakada,どんな事だってねぇ・・・。お前さん・・・中々いい,体格してるな。そういえばここは武術道場だったな,・・・。
Serifu,73,Grad,え・・・？,,
Serifu,74,Nakada,よし、考えが変わった。外に車停めてるから三人とも,ついてきな。移動中は目隠ししてもらうぜ。,
Serifu,75,Ren,ええ？！もしかしてヤバい事をさせるんじゃ・・・？,,
Serifu,76,Nakada,嫌ならいいんだぜ？この道場を貰うだけだからな。,,
Serifu,77,Ren,く・・・！！わかったよ・・・。,,
